survived,pclass,sex,age,sibsp,parch,fare,embarked,who,adult_male,embark_town,alive,alone,family_size,class_Second,class_Third,age_group_Teenager,age_group_Young Adult,age_group_Adult
1,1,1,-0.9481463733768112,0,2,1.4736976915853013,0,man,1,Cherbourg,0.0,0,3,False,False,True,False,False
0,2,1,-0.11256136938626023,0,0,-0.1573379788472911,2,man,1,Southampton,0.0,1,1,True,False,False,True,False
0,3,1,0.11297285360260084,0,0,-0.5064905560950719,1,man,1,Queenstown,0.0,1,1,False,True,False,True,False
1,3,1,-0.5303538713815358,0,0,-0.5181002808828142,0,man,1,Cherbourg,0.0,1,1,False,True,False,True,False
1,3,0,-0.5303538713815358,0,0,-0.5075320110495499,2,woman,0,Southampton,0.0,1,1,False,True,False,True,False
1,1,0,1.6421671389938968,1,0,0.103986511575245,0,woman,0,Cherbourg,0.0,0,2,False,False,False,False,True
0,1,1,0.11297285360260084,0,0,3.71497216324106,0,man,1,Cherbourg,0.0,1,1,False,False,False,True,False
1,1,0,0.890140635402401,1,1,0.8735487057974929,2,woman,0,Southampton,0.0,0,3,False,False,False,False,True
1,3,0,0.6394651342052357,1,0,-0.3225872889674242,2,woman,0,Southampton,0.0,0,2,False,True,False,False,True
0,3,1,0.9736991358014561,0,0,-0.5052108346934439,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
0,2,1,-0.029002868987205135,0,0,-0.3975259296032985,2,man,1,Southampton,0.0,1,1,True,False,False,True,False
0,3,1,-0.3632368705834255,2,0,-0.19288579555918023,2,man,1,Southampton,0.0,0,3,False,True,False,True,False
0,3,1,-0.781029372578701,0,0,-0.5052108346934439,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,0,0.054555631411849964,0,4,-0.251972031445158,2,woman,0,Southampton,0.0,0,5,False,True,False,True,False
1,3,1,0.30523113260901524,0,0,-0.5060101801935598,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,1,0,2.0599596409891725,2,0,0.332245767944906,2,woman,0,Southampton,0.0,0,3,False,False,False,False,True
1,1,1,0.6394651342052357,0,0,-0.1498921523738549,2,man,1,Southampton,0.0,1,1,False,False,False,False,True
0,3,1,-1.0317048737758663,0,0,-0.5022478761329178,2,man,1,Southampton,0.0,1,1,False,True,True,False,False
0,3,1,-0.781029372578701,0,0,-0.37831089354281794,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,2,0,0.47234813340712545,0,0,-0.4071334476335388,2,woman,0,Southampton,0.0,1,1,True,False,False,True,False
1,1,0,0.890140635402401,1,0,0.41719159936107864,2,woman,0,Southampton,0.0,0,2,False,False,False,False,True
0,3,0,0.11297285360260084,1,0,-0.37911216054653996,0,woman,0,Cherbourg,0.0,0,2,False,True,False,True,False
1,3,1,0.30523113260901524,0,0,-0.5046497556404778,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,2,0,-0.2796783701843704,1,1,-0.08047783460536873,2,woman,0,Southampton,0.0,0,3,True,False,False,True,False
1,1,0,0.890140635402401,1,1,1.4736976915853013,0,woman,0,Cherbourg,0.0,0,3,False,False,False,False,True
0,2,1,2.1435181413882276,0,0,-0.1573379788472911,2,man,1,Southampton,0.0,1,1,True,False,False,False,True
0,1,1,0.6394651342052357,0,0,0.11407440550699728,0,man,1,Cherbourg,0.0,1,1,False,False,False,False,True
0,3,1,0.11297285360260084,0,0,-0.4895179147428494,0,man,1,Cherbourg,0.0,1,1,False,True,False,True,False
1,1,0,-0.8645878729777561,0,2,0.8735487057974929,2,woman,0,Southampton,0.0,0,3,False,False,True,False,False
0,2,1,1.5586086385948417,0,0,-0.36870337551257765,2,man,1,Southampton,0.0,1,1,True,False,False,False,True
0,3,1,0.5559066338061806,0,0,-0.5200217844888623,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,1,0,1.9764011405901172,1,0,0.8469685464150299,0,woman,0,Cherbourg,0.0,0,2,False,False,False,False,True
0,3,1,1.5586086385948417,0,0,-0.5176199049813022,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
0,3,0,0.11297285360260084,0,2,-0.5080123869510619,1,woman,0,Queenstown,0.0,0,3,False,True,False,True,False
0,2,1,0.7230236346042908,1,0,-0.1573379788472911,2,man,1,Southampton,0.0,0,2,True,False,False,False,True
0,3,1,0.6394651342052357,1,1,-0.19288579555918023,2,man,1,Southampton,0.0,0,3,False,True,False,False,True
1,2,0,0.11297285360260084,0,0,-0.022832726423926943,2,woman,0,Southampton,0.0,1,1,True,False,False,True,False
0,3,1,1.7257256393929519,0,0,-0.6569289164197866,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
1,1,1,1.7257256393929519,1,0,0.4369677144745253,0,man,1,Cherbourg,0.0,0,2,False,False,False,False,True
1,2,0,-0.3632368705834255,2,1,-0.1381229427868105,2,woman,0,Southampton,0.0,0,4,True,False,False,True,False
0,1,1,0.11297285360260084,0,0,0.1577886125445906,2,man,1,Southampton,0.0,1,1,False,False,False,True,False
0,3,1,1.3079331373976764,0,0,-0.5022478761329178,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
1,1,1,0.5559066338061806,0,0,-0.14676970901402675,0,man,1,Cherbourg,0.0,1,1,False,False,False,True,False
0,3,1,0.6394651342052357,1,0,-0.3581351056793133,2,man,1,Southampton,0.0,0,2,False,True,False,False,True
0,3,1,0.13811413181090507,0,0,-0.5052108346934439,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,1,1,-0.11256136938626023,0,0,-0.07087031657512843,2,man,1,Southampton,0.0,1,1,False,False,False,True,False
1,2,0,-0.5303538713815358,1,2,0.14201691094614816,0,woman,0,Cherbourg,0.0,0,4,True,False,False,True,False
1,1,0,0.9736991358014561,0,0,2.2918585550117165,2,woman,0,Southampton,0.0,1,1,False,False,False,False,True
0,3,0,0.890140635402401,1,5,-0.055978663628255994,2,woman,0,Southampton,0.0,0,7,False,True,False,False,True
0,3,1,0.11297285360260084,0,0,-0.5214629121933984,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,2,0,-0.3632368705834255,1,2,0.592048427511452,2,woman,0,Southampton,0.0,0,4,True,False,False,True,False
0,3,1,0.47234813340712545,1,1,-0.380232397148866,2,man,1,Southampton,0.0,0,3,False,True,False,True,False
0,3,0,-0.19611986978531534,1,0,-0.3475668358460489,2,woman,0,Southampton,0.0,0,2,False,True,False,True,False
1,2,0,-2.0344068785645275,2,1,0.09245748993895661,2,child,0,Southampton,0.0,0,4,True,False,False,False,False
0,2,1,-0.19611986978531534,0,0,-0.4551710377847403,2,man,1,Southampton,0.0,1,1,True,False,False,True,False
0,3,1,-0.11256136938626023,1,0,-0.3791909421943879,0,man,1,Cherbourg,0.0,0,2,False,True,False,True,False
1,1,1,1.1408161365995662,1,0,0.3529019317099227,2,man,1,Southampton,0.0,0,2,False,False,False,False,True
1,3,1,-0.6974708721796459,1,1,-0.35445158326651915,0,man,1,Cherbourg,0.0,0,3,False,True,False,True,False
0,3,1,-0.6139123717805908,0,0,-0.5060101801935598,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,-0.6139123717805908,0,0,-0.3475668358460489,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,2,1,2.394193642585393,0,0,-0.41962322107285116,1,man,1,Queenstown,0.0,1,1,True,False,False,False,True
1,1,0,-0.6139123717805908,0,0,0.8410426292939776,2,woman,0,Southampton,0.0,1,1,False,False,False,True,False
0,3,1,-0.19611986978531534,0,0,-0.5052108346934439,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,0.11297285360260084,0,0,-0.508333278053272,1,man,1,Queenstown,0.0,1,1,False,True,False,True,False
0,3,1,1.892842640191062,0,0,-0.5213822090419443,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
1,1,1,0.30523113260901524,0,0,-0.07087031657512843,0,man,1,Cherbourg,0.0,1,1,False,False,False,True,False
0,1,1,0.11297285360260084,0,0,-0.6569289164197866,2,man,1,Southampton,0.0,1,1,False,False,False,True,False
0,3,0,-1.616614376569252,3,2,-0.120829410332378,2,child,0,Southampton,0.0,0,6,False,True,False,False,False
0,2,1,0.22167263220996017,1,1,-0.15253421983217094,2,man,1,Southampton,0.0,0,3,True,False,False,True,False
0,3,0,1.057257636200511,0,5,0.10566782723053703,2,woman,0,Southampton,0.0,0,6,False,True,False,False,True
0,3,1,0.11297285360260084,1,0,-0.3475668358460489,2,man,1,Southampton,0.0,0,2,False,True,False,True,False
0,3,0,-2.2015238793626377,3,2,-0.120829410332378,2,child,0,Southampton,0.0,0,6,False,True,False,False,False
1,3,1,0.11297285360260084,0,0,0.42863991784591304,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,1,1,1.6421671389938968,1,0,0.8174254284720411,0,man,1,Cherbourg,0.0,0,2,False,False,False,False,True
1,1,1,2.310635142186338,0,0,0.02520486372727454,0,man,1,Cherbourg,0.0,1,1,False,False,False,False,True
0,3,1,0.11297285360260084,0,0,-0.5118553941631581,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,3,0,-0.4467953709824806,0,0,-0.5118553941631581,2,woman,0,Southampton,0.0,1,1,False,True,False,True,False
1,2,0,-0.8645878729777561,0,1,-0.21498308702873287,2,woman,0,Southampton,0.0,0,2,True,False,True,False,False
0,3,1,-0.6139123717805908,0,0,-0.4948827528109355,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,3,0,0.11297285360260084,0,0,-0.5064905560950719,1,woman,0,Queenstown,0.0,1,1,False,True,False,True,False
0,3,0,-0.8645878729777561,0,0,-0.5272274230115425,1,woman,0,Queenstown,0.0,1,1,False,True,True,False,False
0,2,1,-0.3632368705834255,2,0,0.7553762340255371,2,man,1,Southampton,0.0,0,3,True,False,False,True,False
0,3,0,0.30523113260901524,1,1,-0.3590958574823373,1,woman,0,Queenstown,0.0,0,3,False,True,False,True,False
0,2,1,-0.4467953709824806,0,0,-0.4071334476335388,2,man,1,Southampton,0.0,1,1,True,False,False,True,False
1,1,1,1.809284139792007,2,0,1.9111606530634448,2,man,1,Southampton,0.0,0,3,False,False,False,False,True
0,3,1,0.9736991358014561,0,0,-0.5181002808828142,0,man,1,Cherbourg,0.0,1,1,False,True,False,False,True
0,1,1,1.5586086385948417,0,0,-0.16526418122223938,2,man,1,Southampton,0.0,1,1,False,False,False,False,True
0,3,1,0.6394651342052357,0,0,-0.5128968491176361,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
1,3,1,-0.6974708721796459,1,0,-0.5046497556404778,2,man,1,Southampton,0.0,0,2,False,True,False,True,False
0,2,1,0.30523113260901524,2,0,0.7553762340255371,2,man,1,Southampton,0.0,0,3,True,False,False,True,False
0,3,1,0.11297285360260084,0,0,-0.5075320110495499,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,1.2243746369986213,0,0,-0.5022478761329178,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
1,1,0,0.11297285360260084,1,0,0.34225295872520434,2,woman,0,Southampton,0.0,0,2,False,False,False,True,False
1,2,0,0.9736991358014561,1,1,0.09245748993895661,2,woman,0,Southampton,0.0,0,3,True,False,False,False,True
0,1,1,0.22167263220996017,1,0,0.34225295872520434,2,man,1,Southampton,0.0,0,2,False,False,False,True,False
1,2,1,0.22167263220996017,0,0,-0.4071334476335388,2,man,1,Southampton,0.0,1,1,True,False,False,True,False
0,3,1,-0.8645878729777561,0,0,-0.5075320110495499,2,man,1,Southampton,0.0,1,1,False,True,True,False,False
0,3,1,-0.32145762038389797,0,0,-0.5022478761329178,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,3,0,-0.8645878729777561,0,0,-0.4678202960233547,2,woman,0,Southampton,0.0,1,1,False,True,True,False,False
0,3,0,1.2243746369986213,1,6,0.24425627481675327,2,woman,0,Southampton,0.0,0,8,False,True,False,False,True
1,1,1,0.6394651342052357,0,1,9.187495136417388,0,man,1,Cherbourg,0.0,0,2,False,False,False,False,True
0,3,0,0.11297285360260084,0,0,-0.5005665604776257,1,woman,0,Queenstown,0.0,1,1,False,True,False,True,False
1,1,1,-0.11256136938626023,0,0,0.8174254284720411,0,man,1,Cherbourg,0.0,1,1,False,False,False,True,False
0,3,1,-0.6974708721796459,0,0,-0.479670208761853,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,-1.1988218745739765,5,2,0.24425627481675327,2,child,0,Southampton,0.0,0,8,False,True,True,False,False
0,2,1,-0.2796783701843704,1,2,0.14201691094614816,0,man,1,Cherbourg,0.0,0,4,True,False,False,True,False
0,3,1,-1.1988218745739765,4,1,0.10566782723053703,2,child,0,Southampton,0.0,0,6,False,True,True,False,False
0,3,1,-0.781029372578701,0,0,-0.4614966276558505,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,-0.8645878729777561,0,0,-0.5071323382994919,2,man,1,Southampton,0.0,1,1,False,True,True,False,False
1,1,0,-1.1152633741749214,0,1,3.403928767012031,2,child,0,Southampton,0.0,0,2,False,False,True,False,False
1,1,1,0.22167263220996017,1,0,0.4383281390276073,2,man,1,Southampton,0.0,0,2,False,False,False,True,False
1,3,0,-2.0344068785645275,0,1,-0.39912654210713655,0,child,0,Cherbourg,0.0,0,2,False,True,False,False,False
0,3,1,-0.2796783701843704,0,0,-0.5181002808828142,0,man,1,Cherbourg,0.0,1,1,False,True,False,True,False
0,2,1,1.9764011405901172,0,0,-0.3975259296032985,2,man,1,Southampton,0.0,1,1,True,False,False,False,True
1,3,0,0.11297285360260084,0,0,-0.508333278053272,1,woman,0,Queenstown,0.0,1,1,False,True,False,True,False
0,1,1,1.7257256393929519,1,1,1.4736976915853013,0,man,1,Cherbourg,0.0,0,3,False,False,False,False,True
0,3,1,1.1408161365995662,0,0,-0.50993389055711,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
1,1,0,-0.8645878729777561,1,0,3.71497216324106,0,woman,0,Cherbourg,0.0,0,2,False,False,True,False,False
1,1,1,0.5559066338061806,0,0,-0.1518136559799029,2,man,1,Southampton,0.0,1,1,False,False,False,True,False
0,3,0,-0.8645878729777561,0,1,-0.3791909421943879,0,woman,0,Cherbourg,0.0,0,2,False,True,True,False,False
0,3,1,-0.2796783701843704,0,0,-0.5081718717503638,1,man,1,Queenstown,0.0,1,1,False,True,False,True,False
0,3,1,-0.19611986978531534,1,0,-0.5060101801935598,2,man,1,Southampton,0.0,0,2,False,True,False,True,False
0,2,1,0.890140635402401,0,0,-0.1573379788472911,2,man,1,Southampton,0.0,1,1,True,False,False,False,True
1,2,0,1.3914916377967315,0,0,-0.3975259296032985,2,woman,0,Southampton,0.0,1,1,True,False,False,False,True
1,1,1,1.1408161365995662,0,0,-0.1518136559799029,2,man,1,Southampton,0.0,1,1,False,False,False,False,True
1,1,0,-0.5303538713815358,0,0,2.2551097985460475,2,woman,0,Southampton,0.0,1,1,False,False,False,True,False
1,1,0,-0.3632368705834255,0,0,0.2942960717254568,0,woman,0,Cherbourg,0.0,1,1,False,False,False,True,False
0,1,1,0.11297285360260084,0,0,-0.14676970901402675,2,man,1,Southampton,0.0,1,1,False,False,False,True,False
1,1,1,1.6421671389938968,1,0,0.34225295872520434,2,man,1,Southampton,0.0,0,2,False,False,False,False,True
0,3,1,0.054555631411849964,0,0,-0.4747069649474309,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,2,1,1.9764011405901172,0,0,-0.4071334476335388,2,man,1,Southampton,0.0,1,1,True,False,False,False,True
0,3,1,-0.781029372578701,0,0,-0.50993389055711,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,1,0,0.8065821350033459,0,0,3.71497216324106,0,woman,0,Cherbourg,0.0,1,1,False,False,False,False,True
1,2,0,-0.11256136938626023,0,0,-0.4551710377847403,2,woman,0,Southampton,0.0,1,1,True,False,False,True,False
0,3,1,0.11297285360260084,0,0,-0.3590958574823373,1,man,1,Queenstown,0.0,1,1,False,True,False,True,False
0,3,1,0.38878963300807035,0,0,-0.5075320110495499,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,2,0,-1.8672898777664173,0,1,-0.022832726423926943,2,child,0,Southampton,0.0,0,2,True,False,False,False,False
0,3,1,-0.9481463733768112,1,0,-0.5213822090419443,2,man,1,Southampton,0.0,0,2,False,True,True,False,False
0,2,1,0.47234813340712545,0,0,-0.4071334476335388,2,man,1,Southampton,0.0,1,1,True,False,False,True,False
0,2,1,1.809284139792007,0,0,-0.4071334476335388,2,man,1,Southampton,0.0,1,1,True,False,False,False,True
1,1,1,-0.11256136938626023,1,0,0.363389498391733,2,man,1,Southampton,0.0,0,2,False,False,False,True,False
0,3,1,-0.6974708721796459,0,0,-0.49047866654587335,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,2,0,0.13811413181090507,3,0,-0.25341315914969403,2,woman,0,Southampton,0.0,0,4,True,False,False,True,False
1,3,0,0.11297285360260084,0,0,-0.508252574901818,1,woman,0,Queenstown,0.0,1,1,False,True,False,True,False
0,2,1,-0.2796783701843704,1,0,-0.1573379788472911,2,man,1,Southampton,0.0,0,2,True,False,False,True,False
0,3,0,-0.2796783701843704,1,0,-0.5046497556404778,2,woman,0,Southampton,0.0,0,2,False,True,False,True,False
1,1,0,0.054555631411849964,0,0,3.403928767012031,2,woman,0,Southampton,0.0,1,1,False,False,False,True,False
0,3,1,-1.4494973757711418,0,0,-0.29592642643350736,0,child,0,Cherbourg,0.0,1,1,False,True,False,False,False
0,3,1,0.012776381212322415,0,0,-0.3475668358460489,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,0,1.6421671389938968,1,3,0.0035879481592338714,2,woman,0,Southampton,0.0,0,5,False,True,False,False,True
1,1,1,0.5559066338061806,0,0,9.187495136417388,0,man,1,Cherbourg,0.0,1,1,False,False,False,True,False
1,1,1,0.11297285360260084,0,0,-0.08047783460536873,2,man,1,Southampton,0.0,1,1,False,False,False,True,False
0,1,1,0.6394651342052357,1,0,0.8581766769491082,2,man,1,Southampton,0.0,0,2,False,False,False,False,True
1,1,0,-0.6139123717805908,2,2,4.384616169948809,0,woman,0,Cherbourg,0.0,0,5,False,False,False,True,False
0,3,1,-0.3632368705834255,1,0,-0.3475668358460489,2,man,1,Southampton,0.0,0,2,False,True,False,True,False
1,3,1,0.22167263220996017,0,0,-0.5046497556404778,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,-1.0317048737758663,1,1,-0.2678244361950545,2,man,1,Southampton,0.0,0,3,False,True,True,False,False
1,2,0,0.13811413181090507,0,0,-0.4071334476335388,2,woman,0,Southampton,0.0,1,1,True,False,False,True,False
0,1,1,-0.781029372578701,1,0,0.363389498391733,2,man,1,Southampton,0.0,0,2,False,False,False,True,False
0,3,1,0.22167263220996017,0,0,-0.5080123869510619,1,man,1,Queenstown,0.0,1,1,False,True,False,True,False
1,2,0,-2.0344068785645275,1,1,-0.21498308702873287,2,child,0,Southampton,0.0,0,3,True,False,False,False,False
1,3,1,-1.8672898777664173,0,1,-0.4172213415652911,2,child,0,Southampton,0.0,0,2,False,True,False,False,False
0,3,1,0.38878963300807035,0,0,-0.47438607384522086,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,-0.4467953709824806,0,0,-0.5052108346934439,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,2,0,1.6421671389938968,1,2,0.592048427511452,2,woman,0,Southampton,0.0,0,4,True,False,False,False,True
1,2,1,-2.3126566848933807,1,1,-0.37831089354281794,2,child,0,Southampton,0.0,0,3,True,False,False,False,False
0,3,1,-0.029002868987205135,0,0,-0.5071323382994919,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,1,0,0.38878963300807035,0,0,1.0051717028117848,2,woman,0,Southampton,0.0,1,1,False,False,False,True,False
0,3,1,1.057257636200511,0,0,-0.5200217844888623,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
1,3,1,-0.6974708721796459,0,0,-0.5180195777313602,0,man,1,Cherbourg,0.0,1,1,False,True,False,True,False
1,1,0,0.6394651342052357,1,2,1.6488754108378847,2,woman,0,Southampton,0.0,0,4,False,False,False,False,True
0,3,1,-1.0317048737758663,0,0,-0.5075320110495499,2,man,1,Southampton,0.0,1,1,False,True,True,False,False
1,1,0,1.892842640191062,1,0,0.8410426292939776,2,woman,0,Southampton,0.0,0,2,False,False,False,False,True
0,1,1,0.11297285360260084,0,0,0.103986511575245,0,man,1,Cherbourg,0.0,1,1,False,False,False,True,False
0,3,0,0.17989338201043262,0,0,-0.5080123869510619,1,woman,0,Queenstown,0.0,1,1,False,True,False,True,False
0,3,1,0.11297285360260084,1,0,-0.19288579555918023,1,man,1,Queenstown,0.0,0,2,False,True,False,True,False
0,3,1,0.30523113260901524,0,0,-0.4962431773640175,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,-0.3632368705834255,0,0,-0.47438607384522086,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,1.6421671389938968,0,0,-0.5060101801935598,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
0,2,0,2.394193642585393,0,0,-0.4551710377847403,2,woman,0,Southampton,0.0,1,1,True,False,False,False,True
1,2,0,2.1435181413882276,1,3,-0.21498308702873287,2,woman,0,Southampton,0.0,0,5,True,False,False,False,True
0,3,1,-0.8645878729777561,0,0,-0.5080123869510619,2,man,1,Southampton,0.0,1,1,False,True,True,False,False
1,3,0,-1.9508483781654724,0,0,-0.4172213415652911,2,child,0,Southampton,0.0,1,1,False,True,False,False,False
0,3,1,0.11297285360260084,0,0,-0.508252574901818,1,man,1,Queenstown,0.0,1,1,False,True,False,True,False
1,1,0,1.2243746369986213,0,1,3.403928767012031,2,woman,0,Southampton,0.0,0,2,False,False,False,False,True
1,3,0,-1.2823803749730316,0,0,-0.5180195777313602,0,child,0,Cherbourg,0.0,1,1,False,True,True,False,False
1,1,0,-0.9481463733768112,1,0,0.4383281390276073,2,woman,0,Southampton,0.0,0,2,False,False,True,False,False
0,1,1,0.054555631411849964,0,0,-0.08047783460536873,2,man,1,Southampton,0.0,1,1,False,False,False,True,False
0,3,1,0.11297285360260084,1,2,-0.20633632080151662,2,man,1,Southampton,0.0,0,4,False,True,False,True,False
0,3,1,-0.2796783701843704,0,0,-0.5214629121933984,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,-0.2796783701843704,0,0,-0.5176199049813022,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,3,0,-0.8645878729777561,0,0,-0.5128968491176361,2,woman,0,Southampton,0.0,1,1,False,True,True,False,False
0,3,1,-1.700172876968307,4,1,-0.09729099115828924,1,child,0,Queenstown,0.0,0,6,False,True,False,False,False
1,3,1,-2.285082379761693,1,2,-0.26157954947539835,2,child,0,Southampton,0.0,0,4,False,True,False,False,False
0,1,1,1.4750501381957866,0,0,0.8649019395702765,0,man,1,Cherbourg,0.0,1,1,False,False,False,False,True
0,2,1,-1.0317048737758663,0,0,-0.1573379788472911,2,man,1,Southampton,0.0,1,1,True,False,True,False,False
0,1,1,0.11297285360260084,0,0,-0.06710801251448635,0,man,1,Cherbourg,0.0,1,1,False,False,False,True,False
0,3,1,-0.2796783701843704,0,0,-0.5052108346934439,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,2,1,0.890140635402401,0,0,-0.4071334476335388,2,man,1,Southampton,0.0,1,1,True,False,False,False,True
1,1,0,1.7257256393929519,0,0,-0.15869840340037308,2,woman,0,Southampton,0.0,1,1,False,False,False,False,True
1,3,0,0.22167263220996017,0,0,-0.4900789937958154,2,woman,0,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,0.13811413181090507,0,0,-0.5180195777313602,0,man,1,Cherbourg,0.0,1,1,False,True,False,True,False
0,3,0,0.13811413181090507,1,1,-0.19288579555918023,2,woman,0,Southampton,0.0,0,3,False,True,False,True,False
1,2,0,0.22167263220996017,1,1,-0.15253421983217094,2,woman,0,Southampton,0.0,0,3,True,False,False,True,False
1,1,1,-1.4494973757711418,1,2,1.6488754108378847,2,child,0,Southampton,0.0,0,4,False,False,False,False,False
1,3,1,-2.3335463099931446,0,1,-0.49328021880349143,0,child,0,Cherbourg,0.0,0,2,False,True,False,False,False
1,3,1,-0.11256136938626023,0,0,-0.5229040398979343,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,0.22167263220996017,0,0,-0.5075320110495499,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,1,1,0.890140635402401,0,0,-0.6569289164197866,2,man,1,Southampton,0.0,1,1,False,False,False,False,True
0,3,0,-0.8645878729777561,0,0,-0.5075320110495499,2,woman,0,Southampton,0.0,1,1,False,True,True,False,False
1,1,0,0.38878963300807035,1,0,0.363389498391733,2,woman,0,Southampton,0.0,0,2,False,False,False,True,False
0,3,1,-0.19611986978531534,0,0,-0.5053703194927458,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,0.890140635402401,0,0,-0.19288579555918023,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
0,2,1,0.5559066338061806,0,0,-0.4551710377847403,2,man,1,Southampton,0.0,1,1,True,False,False,True,False
0,3,0,-1.8672898777664173,4,2,-0.055978663628255994,2,child,0,Southampton,0.0,0,7,False,True,False,False,False
0,3,1,0.17989338201043262,0,0,-0.5022478761329178,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,0,-0.4467953709824806,0,0,-0.5046497556404778,2,woman,0,Southampton,0.0,1,1,False,True,False,True,False
0,2,1,0.22167263220996017,1,1,0.0541081209694494,0,man,1,Cherbourg,0.0,0,3,True,False,False,True,False
0,3,1,1.2243746369986213,0,0,-0.5329919338296867,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
0,3,1,-1.533055876170197,3,2,-0.120829410332378,2,child,0,Southampton,0.0,0,6,False,True,False,False,False
1,1,0,1.9764011405901172,1,1,1.139676955235149,2,woman,0,Southampton,0.0,0,3,False,False,False,False,True
1,3,1,-0.11256136938626023,0,0,-0.49047866654587335,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,1,1,0.8065821350033459,0,0,-0.6569289164197866,2,man,1,Southampton,0.0,1,1,False,False,False,False,True
1,3,0,-0.11256136938626023,0,1,-0.4172213415652911,2,woman,0,Southampton,0.0,0,2,False,True,False,True,False
0,3,1,-2.2015238793626377,4,1,0.10566782723053703,2,child,0,Southampton,0.0,0,6,False,True,False,False,False
0,3,1,0.11297285360260084,0,0,-0.5233844157994464,1,man,1,Queenstown,0.0,1,1,False,True,False,True,False
0,3,1,0.11297285360260084,0,0,0.42863991784591304,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,2,1,-2.285082379761693,0,2,0.0541081209694494,0,child,0,Cherbourg,0.0,0,3,True,False,False,False,False
1,3,1,0.11297285360260084,0,0,-0.5080123869510619,1,man,1,Queenstown,0.0,1,1,False,True,False,True,False
1,3,0,-1.1152633741749214,1,0,-0.3791909421943879,0,child,0,Cherbourg,0.0,0,2,False,True,True,False,False
1,2,1,-2.2992873248295322,1,1,-0.2966469902857754,2,child,0,Southampton,0.0,0,3,True,False,False,False,False
0,3,1,-0.4467953709824806,0,0,-0.5060101801935598,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,1,-0.8645878729777561,0,0,-0.49744411711779757,2,man,1,Southampton,0.0,1,1,False,True,True,False,False
1,1,0,0.890140635402401,1,1,0.9409608168084768,0,woman,0,Cherbourg,0.0,0,3,False,False,False,False,True
0,3,1,-0.6139123717805908,0,0,-0.49047866654587335,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,1,1,0.11297285360260084,0,0,-0.08624234542351292,0,man,1,Cherbourg,0.0,1,1,False,False,False,True,False
0,3,1,-0.6974708721796459,0,0,-0.5046497556404778,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
